date,mine,nps_score,first_name,last_name,customer_observations
22-10-2024,IRON EXTRACTION PARTNERS,9,ANN,MEDINA,"YES, I WOULD RECOMMEND IT BECAUSE IT'S A GOOD SERVICE, HAS GOOD FUNCTIONALITIES AND I HAVE KNOWN THEM FOR YEARS."
23-10-2024,KOLOMELA IRON ORE MINE,8,AMY,ZHANG,"WE'VE INSTALLED GROUND MOVEMENT DETECTOR, RADAR, LASER, SEISMIC SENSOR DELIVERING REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THEIR ONSITE INSTALLATION, MAINTENANCE SERVICE, 24/7 MONITORING, SUPPORT DESK HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
23-10-2024,EASTERN EXPLORATION PARTNERS,8,JAMES,ENGLISH,"WE'VE BEEN USING COMPANY FOR QUITE SOME TIME NOW AND I THINK EVERYTHING IS ALREADY GOOD. WHILE I'M NOT THE PRIMARY USER, I CAN SAY THAT IT’S VERY CONVENIENT BUT THERE'S STILL POTENTIAL FOR IMPROVEMENT, ESPECIALLY IF YOU WILL ALWAYS UPGRADE THE SOFTWARE TO MAKE IT MORE USEFUL AND USER-FRIENDLY. OVERALL, OUR EXPERIENCE WITH COMPANY IS GREAT."
28-10-2024,ASARCO RAY,9,ANTHONY,COSME,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR, LASER, RADAR EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. SUPPORT FROM THE REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
28-10-2024,VALE SALOBO,10,AUSTIN,COUTINHO,"OUR SITE RELIES ON THE LASER, GROUND MOVEMENT DETECTOR, RADAR, SEISMIC SENSOR EQUIPPED WITH DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, SUPPORT DESK, 24/7 MONITORING HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
28-10-2024,SEMIRARA MINING CORPORATION,8,DANIEL,KAUNDINGE,"WE'VE INSTALLED RADAR, GROUND MOVEMENT DETECTOR, LASER THAT COMES WITH DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THE REMOTE DIAGNOSTICS, SUPPORT DESK, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
29-10-2024,"OYU TOLGOI, UMNUGOVI",9,FRANK,SMITH,"WE GOT THE RADAR THAT COMES WITH REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. THE ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
29-10-2024,MUTANDA MINE,9,KAITLIN,MAJED HILAL FILHO,"WE'VE INSTALLED RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR THAT COMES WITH DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. APPRECIATE THE REMOTE DIAGNOSTICS, ONSITE INSTALLATION, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
30-10-2024,SAVAGE RIVER,10,JULIA,TSHIZA,"THE TEAM DEPLOYED RADAR, LASER, GROUND MOVEMENT DETECTOR PROVIDING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'RE PLEASED WITH THE ONSITE INSTALLATION, MAINTENANCE SERVICE, 24/7 MONITORING, REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
31-10-2024,QUELLAVECO,8,DANA,LUZANIA,"WE'RE CURRENTLY TRIALING THE RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR THAT COMES WITH PREDICTIVE ANALYTICS. SUPPORT FROM THE REMOTE DIAGNOSTICS, ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
31-10-2024,OK TEDI MINE,7,ERICA,ILMAN,"WE'RE USING THE LASER, RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. APPRECIATE THE 24/7 MONITORING HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
01-11-2024,ROCK RESOURCES HOLDINGS,9,LAUREN,MASON,"I THINK COMPANY SUPPORT IS VERY GOOD. THE EQUIPMENT IS RUNNING WELL ON SITE. THE LAST TIME I CONNECTED WITH COMPANY WAS ABOUT 3 YEARS AGO AND FROM WHAT I HEARD NOW, IT'S STILL WORKING VERY WELL."
03-11-2024,GREEN ORE HOLDINGS,8,DAVID,GREEN,"WELL, THERE'S NOT MUCH COMPETITORS IN THE MARKET. THE LEVEL OF SERVICE IS GENERALLY GOOD, BUT THERE'S ALWAYS ROOM FOR IMPROVEMENT."
03-11-2024,WESTERN METALS INC,9,CHRISTOPHER,CORDOVA,"IN GENERAL, WE HAVE BEEN GETTING GOOD RESULTS. THE ALARM SYSTEM HAS BEEN RESPONDING VERY WELL. THE TECHNICAL SUPPORT IS VERY GOOD. DESPITE BEING VERY SHORT-STAFFED, THEY'RE COMPLIANT WITH ALL OUR NEEDS. HOWEVER, WE NEED ADDITIONAL SUPPORT ON THE DEVELOPMENT SIDE. THEY NEED IMPROVEMENT ON THE SOFTWARE ASPECT. WE'VE BEEN ASKING FOR SOME DEVELOPMENTS ON THE SOFTWARE FEATURES AND THEY TOLD US IT DEPENDS ON THE DEVELOPMENT GROUP. WE'VE BEEN EXPECTING SOME CHANGES FOR 3-4 YEARS NOW, BUT THERE HAS BEEN NO IMPROVEMENT."
04-11-2024,CADIA VALLEY OPERATIONS (CVO),7,COLLEEN,YOUNG,"WE GOT THE RADAR, GROUND MOVEMENT DETECTOR, LASER THAT COMES WITH PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
04-11-2024,BHP QUEENSLAND COAL,10,KATIE,GU,"WE'VE INSTALLED GROUND MOVEMENT DETECTOR, LASER, RADAR EQUIPPED WITH PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THEIR MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, ONSITE INSTALLATION HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
05-11-2024,DMH,9,JASON,MARTINEZ DUQUE,"WE'RE USING THE SEISMIC SENSOR, LASER, GROUND MOVEMENT DETECTOR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE SUPPORT DESK, ONSITE INSTALLATION, 24/7 MONITORING, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
05-11-2024,ZALDIVAR,9,REBECCA,VALDES,"WE'RE CURRENTLY TRIALING THE RADAR THAT COMES WITH PREDICTIVE ANALYTICS. THE SUPPORT DESK, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
05-11-2024,CENTINELA,9,TIMOTHY,JARAMILLO,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, RADAR, LASER, SEISMIC SENSOR THAT COMES WITH DATA VISUALIZATION DASHBOARD. APPRECIATE THE MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
05-11-2024,NORTHERN METALS VENTURES,10,EMILY,FERGUSON,COMPANY INSTALLED THE MONITORING STATION AND THE SCOPE OF THE CONTRACT WAS ATTENDED PERFECTLY AND WE ARE VERY SATISFIED WITH THE COMPANY SUPPORT AS WELL.
06-11-2024,ANDINA,7,JOSEPH,ALOR ROMERO,"WE GOT THE SEISMIC SENSOR WHICH INCLUDES REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. APPRECIATE THE 24/7 MONITORING HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
06-11-2024,KOV MINE,9,REBECCA,GIRAUD,"WE'RE USING THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR PROVIDING DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. APPRECIATE THE 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
08-11-2024,COLLAHUASI,9,GEORGE,WHITE,"THE TEAM DEPLOYED RADAR, GROUND MOVEMENT DETECTOR, LASER, SEISMIC SENSOR WHICH INCLUDES DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THE SUPPORT DESK HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
08-11-2024,LIHIR GOLD MINE,9,SHANNON,SOTO,"THE TEAM DEPLOYED SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, LASER, RADAR EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. THEIR ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
09-11-2024,EKATI DIAMOND MINE,10,SEAN,DAMAN,"WE'RE CURRENTLY TRIALING THE LASER, GROUND MOVEMENT DETECTOR, RADAR WHICH INCLUDES DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE 24/7 MONITORING, REMOTE DIAGNOSTICS, ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
09-11-2024,EL LIMON-GUAJES,7,STEPHEN,VALENZUELA,"OUR SITE RELIES ON THE LASER, GROUND MOVEMENT DETECTOR, RADAR DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THE SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
09-11-2024,PIONEER EXPLORATION CORP,10,JENNIFER,SMITH,I WOULD RECOMMEND THEM AS I BELIEVE THE QUALITY OF THE SERVICE IS EXCELLENT.
10-11-2024,TROPICANA,8,JASON,TORRES,"WE GOT THE SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR, LASER THAT COMES WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THEIR SUPPORT DESK, ONSITE INSTALLATION, MAINTENANCE SERVICE, 24/7 MONITORING, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
10-11-2024,WESTERN MINING CORP,9,KENNETH,DICKSON,"I WOULD NOT GIVE A SCORE OF 10 DUE TO THE PRICING OF COMPANY PRODUCTS COMPARED TO OTHERS ON THE MARKET; THE PRICE IS SLIGHTLY HIGHER. THE SUPPORT SERVICE IS VERY GOOD, AND WE HAVE AN OLDER RADAR THAT MEETS THE NEEDS OF THE MINE."
10-11-2024,ELITE MINING INDUSTRIES,9,JOHN,ROJAS,I WOULD RECOMMEND DUE TO A GOOD CUSTOMER SUPPORT AND QUALIFIED STAFF.
10-11-2024,CONTINENTAL METALS INC,9,CHARLENE,SMITH,"I AM ACTUALLY NOT THE USER, I AM FROM THE CONTRACT DEPARTMENT, BUT BASED ON MY EXPERIENCE WITH COMPANY, I WOULD RATE THEM A 9. THE COMPANY REPRESENTATIVE PROVIDED A COMPREHENSIVE BRIEFING ABOUT THE PRODUCT AND THE COMPANY, GIVING CLEAR AND CONCISE INFORMATION. THIS ALLOWED US TO UNDERSTAND HOW TO EFFECTIVELY UTILIZE THE PRODUCT ACCORDING TO OUR REQUIREMENTS. IT WILL BE GOOD IF COMPANY COULD OFFER US THE BEST PRICE IF WE DECIDE TO BUY AGAIN OR WILL NEED ANOTHER EQUIPMENT FROM THEM IN THE FUTURE."
10-11-2024,EASTERN EXTRACTION ENTERPRISES,9,MARK,MELTON,"NO MAJOR COMPLAINTS, THE SERVICE IS GOOD AND FAST, THERE IS ROOM FOR IMPROVEMENT ON COMMUNICATION."
11-11-2024,GOLD PROSPECTING CORP,10,MARISSA,TAYLOR,GOOD PRE-SALES AND AFTER-SALES RELATIONSHIP. I HAVE ALREADY RECOMMENDED THEM TO ANOTHER MINE SITE BEFORE. ONE SUGGESTION IS I WOULD LIKE THE COMPANY TO RESEARCH WAYS TO KEEP THE FOLDER FOR THE RADAR TO LAST LONGER THAN 3 MONTHS.
12-11-2024,VALE COPPER CLIFF,8,PAUL,UPTON,"OUR SITE RELIES ON THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR DELIVERING REAL-TIME ALERTS. SUPPORT FROM THE ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
12-11-2024,SILVER EXPLORATION ENTERPRISES,10,JOSEPH,WILLIAMS,I AM GIVING COMPANY A 10/10. THE EQUIPMENT IS VERY RELIABLE AND SERVICE IS GREAT. I DON'T HAVE ANY PROBLEMS WITH THEM.
13-11-2024,VALE MAR AZUL,10,RONALD,MAJED HILAL FILHO,"WE'RE USING THE RADAR, SEISMIC SENSOR EQUIPPED WITH DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THE SUPPORT DESK, REMOTE DIAGNOSTICS, 24/7 MONITORING, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
14-11-2024,SISHEN MINE,9,JEFFREY,WANG,"WE'RE USING THE LASER, SEISMIC SENSOR DELIVERING REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
16-11-2024,ELKVIEW COAL,10,BRIAN,TSHIZA,"WE'RE USING THE RADAR, GROUND MOVEMENT DETECTOR, LASER, SEISMIC SENSOR WHICH INCLUDES DATA VISUALIZATION DASHBOARD. APPRECIATE THE REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, SUPPORT DESK HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
16-11-2024,VALE AGUA LIMPA,8,SCOTT,WANG,"WE'RE USING THE LASER, SEISMIC SENSOR, RADAR PROVIDING DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE SUPPORT DESK, 24/7 MONITORING HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
16-11-2024,"TIBET HUATAILONG MINING DEVELOPMENT CO., LTD ?????????????",9,WILLIAM,HUARACHE,"OUR SITE RELIES ON THE RADAR, GROUND MOVEMENT DETECTOR, LASER PROVIDING DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. APPRECIATE THE SUPPORT DESK, MAINTENANCE SERVICE, ONSITE INSTALLATION, REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
16-11-2024,GOLD MINERALS ENTERPRISES,8,DEVON,BERGER,I WOULD RECOMMEND COMPANY TO OTHER MINE SITES. THE SERVICE IS GREAT SO FAR AND THERE IS NOTHING TO FIX. I JUST SUGGEST ADDITIONAL TRAINING TO HELP US COMPLY/OVERLAY THE TOPOGRAPHY AND OPTIMIZE RADAR VISUALIZATION ON THE MINE SITE. THIS WOULD HELP US IN ENSURING STABILITY AND SECURITY.
17-11-2024,YARA BRASIL,9,CYNTHIA,NAGATA,"WE GOT THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. SUPPORT FROM THE ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
17-11-2024,"OYU TOLGOI, UMNUGOVI",9,MELANIE,DLOKWENI,"WE'RE CURRENTLY TRIALING THE LASER PROVIDING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. THE SUPPORT DESK, ONSITE INSTALLATION, 24/7 MONITORING HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
17-11-2024,SAVAGE RIVER,6,ZACHARY,ARELLANO,"OUR SITE RELIES ON THE SEISMIC SENSOR PROVIDING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. WE'RE PLEASED WITH THE MAINTENANCE SERVICE, SUPPORT DESK, REMOTE DIAGNOSTICS, ONSITE INSTALLATION HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
19-11-2024,VALE VARGEM GRANDE,9,HANNAH,SANTANDER,"WE'RE USING THE RADAR FEATURING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THE MAINTENANCE SERVICE HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
19-11-2024,GRASBERG GOLD MINE,10,STEPHEN,MENSAH,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, RADAR THAT COMES WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THEIR 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
20-11-2024,CANDELARIA,10,ALLEN,LEOLPOLDO,"WE'VE INSTALLED SEISMIC SENSOR, RADAR THAT COMES WITH PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THE ONSITE INSTALLATION, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
21-11-2024,ZALDIVAR,9,ALYSSA,IRELAND,"WE'RE USING THE LASER, RADAR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THEIR REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, 24/7 MONITORING, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
21-11-2024,QUEBEC IRON ORE (BLOOM LAKE),8,JENNIFER,PETER,"WE'RE CURRENTLY TRIALING THE LASER, RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR THAT COMES WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE SUPPORT DESK, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
21-11-2024,BHP QUEENSLAND COAL,9,JOSHUA,RIVERA,"WE'VE INSTALLED SEISMIC SENSOR, RADAR, LASER, GROUND MOVEMENT DETECTOR DELIVERING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE SUPPORT DESK, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
21-11-2024,VALE SALOBO,9,JUAN,LYTLE,"OUR SITE RELIES ON THE LASER EQUIPPED WITH PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE ONSITE INSTALLATION, SUPPORT DESK, 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
21-11-2024,NCHANGA MINE,9,KRISTEN,LOFSTEDT,"WE'RE USING THE LASER DELIVERING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THEIR MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
21-11-2024,DIAVIK DIAMOND MINE - SURFACE OPS,10,PATRICIA,KATRAGJINI,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, RADAR WHICH INCLUDES DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. APPRECIATE THE MAINTENANCE SERVICE, ONSITE INSTALLATION HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
21-11-2024,QUANTUM EXTRACTION INC,9,JASON,ARMSTRONG,"I RECOMMEND GP IN GENERAL, THE GP SERVICE IS VERY WELL PROVIDED, BOTH IN TERMS OF STATE-OF-THE-ART AND ROBUST EQUIPMENT, WITH GOOD PHYSICAL STABILITY, AND THAT THEY ARE ON THE FIELD WORKING 24X7 - ALSO IN THE MAINTENANCE SERVICE, WHICH THE STAFF IS GREAT."
21-11-2024,GLOBAL MINERALS GROUP,8,MARC,JONES,"I WOULD RECOMMEND. HOWEVER, I HAVE NOTICED CHANGES IN THE STAFF, AND WOULD LIKE TO SEE IMPROVEMENTS IN COMMUNICATIONS AND NEW FEATURES."
21-11-2024,EASTERN PROSPECTING PARTNERS,9,DAISY,MORALES,"THE COMPANY INSTRUMENTS THAT WE'RE USING PERFORM AS WE HAVE EXPECTED IN TERMS OF DETECTING INSTABILITIES, DATA AND RELIABILITY ARE EXCELLENT. WHAT STANDS OUT FOR ME IS THE SUPPORT WHICH IS VERY GOOD. ON THE IMPROVEMENT, I THINK IS JUST WHEN THERE ARE CHANGES WHETHER SOFTWARE UPGRADES, NEW FEATURES OR RELEASE OF NEW EQUIPMENT, THEY SHOULD BE ADEQUATELY COMMUNICATED. ONE EXAMPLE IS THE DIFFERENCE IN SP AND FX FEATURES THAT WE HAVE KNOWN BUT WAS NOT COMMUNICATED."
22-11-2024,MUTANDA MINE,7,DERRICK,JOHNSTONE,"WE'VE INSTALLED GROUND MOVEMENT DETECTOR, LASER, SEISMIC SENSOR EQUIPPED WITH PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, 24/7 MONITORING, MAINTENANCE SERVICE, SUPPORT DESK HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
24-11-2024,PT ARUTMIN INDONESIA,8,BRANDON,ALOR ROMERO,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR EQUIPPED WITH REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. THEIR SUPPORT DESK, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
25-11-2024,EL SOLDADO,8,GEORGE,SANTOS,"WE GOT THE LASER, RADAR, GROUND MOVEMENT DETECTOR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'RE PLEASED WITH THE MAINTENANCE SERVICE, SUPPORT DESK HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
25-11-2024,ELKVIEW COAL,9,KENNETH,STEFANO,"WE GOT THE LASER, GROUND MOVEMENT DETECTOR, RADAR EQUIPPED WITH PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. APPRECIATE THE REMOTE DIAGNOSTICS HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
25-11-2024,CERRO CORONA,10,KEVIN,CRAIG,WE GOT THE LASER EQUIPPED WITH DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE ONSITE INSTALLATION HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY.
26-11-2024,"SHENHUA GROUP ZHUNGER ENERGY CO., LTD HEIDAIGOU COAL MINE ??????????????????",10,BRADY,JARAMILLO,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR THAT COMES WITH PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THE 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
27-11-2024,VALE AGUA LIMPA,9,ROBIN,OUELLET,"WE'VE INSTALLED RADAR, GROUND MOVEMENT DETECTOR EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. THEIR ONSITE INSTALLATION, 24/7 MONITORING, REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
27-11-2024,"TIBET HUATAILONG MINING DEVELOPMENT CO., LTD ?????????????",9,SPENCER,MENA,"OUR SITE RELIES ON THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR FEATURING REAL-TIME ALERTS. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, ONSITE INSTALLATION, 24/7 MONITORING HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
27-11-2024,ELITE DIGS CORP,10,JOSHUA,BLACK,THEY PROVIDE EXCELLENT SERVICE.
27-11-2024,ROCK ORE HOLDINGS,8,JESSICA,MCBRIDE,THEY'RE GOOD BUT I SUGGEST MORE SITE VISITS FROM TECHNICIANS AND MORE AVENUES FOR TRADING AND GETTING THE MOST OUT OF THE SYSTEM. WE'VE BEEN GETTING A LOT OF REPORTS FROM GSS AND WE NEED TO GENERATE SOMETHING OUT OF THOSE REPORTS.
